Highlight,Book Title,Book Author,Amazon Book ID,Highlighted at
"“I created separate design and production groups a long time ago, and that was a bullshit mistake,” he said at one of the first meetings that McKenzie led. “You are responsible for the production process. You can’t hand it off to someone else. If the design is expensive to produce, you change the design.” McKenzie and his engineering team moved their seventy-five desks to be next to the assembly lines.",Elon Musk,Walter Isaacson,B0BW9TRGKV,2023-09-30 04:56:00+00:00
"“There seems to be more and more group-think in the media, toeing the line, so if you weren’t in step, you’re just going to be ostracized or your voice will be shut off.” For democracy to survive, it was important, he felt, to purge Twitter’s woke culture and root out its biases, so people had the perception that it was an open space for all opinions.",Elon Musk,Walter Isaacson,B0BW9TRGKV,2023-09-30 04:56:00+00:00
"When most clients are given three or four options, they will ask which one the banker recommends. Musk, instead, asked detailed questions about each option but did not solicit a recommendation. He liked to make his own decision.",Elon Musk,Walter Isaacson,B0BW9TRGKV,2023-09-30 04:56:00+00:00
"There was also a more emotional obstacle. Twitter’s executives and board members insisted that any renegotiated deal must protect them from future lawsuits from Musk. “We are never going to give them a legal release,” Musk said. “We will hunt every single one of them till the day they die.” Throughout",Elon Musk,Walter Isaacson,B0BW9TRGKV,2023-09-30 04:56:00+00:00
"Week after week, Musk weighed in on every detail. “What if someone forgets to shut the door of the Robotaxi when they get out?” he asked. “We have to make sure it can shut its own doors.” How would a Robotaxi get into a gated community or parking garage? “Maybe it needs an arm that can punch a button or take a ticket,” he said. But that seemed like a nightmare.",Elon Musk,Walter Isaacson,B0BW9TRGKV,2023-09-30 04:56:00+00:00
"he found T-shirts emblazoned with the words “Stay woke,” which he waved around as an example of the mindset that he believed had infected the company.",Elon Musk,Walter Isaacson,B0BW9TRGKV,2023-09-30 04:56:00+00:00
"that should make three million lines a year, which is enough for a whole operating system. This is not happening. Something is deeply amiss. I feel like I’m in a comedy show here.” “Product managers who don’t know anything about coding keep ordering up features they don’t know how to create,” James said. “Like cavalry generals who don’t know how to ride a horse.” It was a line Musk himself often used. “I’m going to set a rule,” Musk decreed. “We have one hundred fifty engineers doing Autopilot. I want to get down to that number at Twitter.”",Elon Musk,Walter Isaacson,B0BW9TRGKV,2023-09-30 04:56:00+00:00
"Musk stepped out of one of the conference rooms an hour later to meet with Roth and Spiro. They stood in the public snack-bar area with people milling around, which made Roth uncomfortable, but he launched into the issue of random reinstatements. “Well, what about the concept of a presidential pardon?” Musk asked. “That’s in the Constitution, right?” Roth, who could not tell if he was joking, conceded that Musk had the right to issue random pardons, but asked, “What if somebody else does the same thing?”",Elon Musk,Walter Isaacson,B0BW9TRGKV,2023-09-30 04:56:00+00:00
"From: Elon Musk Subj: A Fork in the Road Date: Nov. 16, 2022 Going forward, to build a breakthrough Twitter 2.0 and succeed in an increasingly competitive world, we will need to be extremely hardcore. This will mean working long hours at high intensity…. If you are sure that you want to be part of the new Twitter, please click yes on the link below. Anyone who has not done so by 5pm ET tomorrow (Thursday) will receive three months of severance.",Elon Musk,Walter Isaacson,B0BW9TRGKV,2023-09-30 04:56:00+00:00
"They were somewhere over Las Vegas when James made his suggestion that they could move them now. It was the type of impulsive, impractical, surge-into-the-breach idea that Musk loved. It was already late evening, but he told his pilot to divert, and they made a loop back up to Sacramento. The only rental car they could find when they landed was a Toyota Corolla. Musk’s chief security guard drove, Grimes sat on Elon’s lap in the passenger seat, and others crammed into the back. They were not sure how they would even get inside the data center at night, but one very surprised Twitter staffer, a guy named Alex from Uzbekistan, was still there.",Elon Musk,Walter Isaacson,B0BW9TRGKV,2023-09-30 04:56:00+00:00
"Alex the Uzbek was able to get them into the Twitter vault, which contained about fifty-two hundred refrigerator-size racks of thirty computers each. “These things do not look that hard to move,” Elon announced. It was a reality-distorting assertion, since each rack weighed about twenty-five hundred pounds and was eight feet tall. “You’ll have to hire a contractor to lift the floor panels,” Alex said. “They need to be lifted with suction cups.” Another set of contractors, he said, would then have to go underneath the floor panels and disconnect the electric cables and seismic rods. Musk turned to his security guard and asked to borrow his pocket knife. Using it, he was able to lift one of the air vents in the floor, which allowed him to pry open the floor panels. He then crawled under the server floor himself, used the knife to jimmy open an electrical cabinet, pulled the server plugs, and waited to see what happened. Nothing exploded. The server was ready to be moved. “Well that doesn’t seem super hard,” he said as Alex the Uzbek and the rest of the gang stared. Musk was totally jazzed by this point. It was, he said with a loud laugh, like a remake of Mission: Impossible, Sacramento edition.",Elon Musk,Walter Isaacson,B0BW9TRGKV,2023-09-30 04:56:00+00:00
"The CEO then told him that some of the floors could not handle more than five hundred pounds of pressure, so rolling a two-thousand-pound server would cause damage. Musk replied that the servers had four wheels, so the pressure at any one point was only five hundred pounds. “The dude is not very good at math,” Musk told the musketeers.",Elon Musk,Walter Isaacson,B0BW9TRGKV,2023-09-30 04:56:00+00:00
"He admitted that he was starting off way behind OpenAI in creating a chatbot that could give natural-language responses to questions. But Tesla’s work on self-driving cars and Optimus the robot put it way ahead in creating the type of AI needed to navigate in the physical world. This meant that his engineers were actually ahead of OpenAI in creating full-fledged artificial general intelligence, which requires both abilities. “Tesla’s real-world AI is underrated,” he said. “Imagine if Tesla and OpenAI had to swap tasks. They would have to make Self-Driving, and we would have to make large language-model chatbots. Who wins? We do.”",Elon Musk,Walter Isaacson,B0BW9TRGKV,2023-09-30 04:56:00+00:00
"One time, while parking the car near a museum in France, Breitwieser announces to Anne-Catherine that he’s going to take a day’s break from stealing, and leaves his Swiss Army knife in the vehicle. But he’s soon infatuated with a poignant charcoal drawing of a Christian apostle. The drawing is exhibited flat on a table beneath a plexiglass sheet, with a screw at each corner. Anne-Catherine rummages through her bag and hands him a nail clipper. Using the handle of the clipper, Breitwieser manages to remove two of the screws. He pries up the plexiglass, but his fingers can’t fit under. Anne-Catherine’s can, so she slides the work free. Her boyfriend carries it out.","The Art Thief: A True Story of Love, Crime, and a Dangerous Obsession",Michael Finkel,B0BGN34TG7,2023-10-09 04:56:00+00:00
"In 1907, Picasso had reportedly offered Pieret fifty francs, or ten U.S. dollars, to steal a pair of ancient stone figurines from Picasso’s native Iberia that the painter had seen on display at the Louvre. Pieret filled the order, smuggling the carvings out under his coat. The figurines had distorted faces, and Picasso kept them in his studio as templates, he admitted in his autobiography, for the groundbreaking Les Demoiselles d’Avignon, a painting that had inaugurated cubism.","The Art Thief: A True Story of Love, Crime, and a Dangerous Obsession",Michael Finkel,B0BGN34TG7,2023-10-09 04:56:00+00:00
"The crime on Darties’s list that feels closest to terrorism may be the 1996 theft of a portrait by Corneille de Lyon, a court painter during the reign of François I, the famously art-struck French king. It was François who purchased the Mona Lisa directly from Leonardo da Vinci’s studio, for four thousand gold coins, which is why the indelible work, created by an Italian, hangs in France.","The Art Thief: A True Story of Love, Crime, and a Dangerous Obsession",Michael Finkel,B0BGN34TG7,2023-10-09 04:56:00+00:00
"The objects removed sign is still there. A bent index card is the most effective art-thieving tool he has ever used. Confident, Breitwieser snares the warship. He’d been thinking of it incessantly. He fits the silver ship, the size of a birthday balloon and nearly as delicate, into Anne-Catherine’s bag. Her purse appears bloated. Breitwieser also removes a two-foot-tall chalice and feeds it into the left sleeve of his coat, forcing him to walk unnaturally, his arm swinging stiffly like a soldier’s.","The Art Thief: A True Story of Love, Crime, and a Dangerous Obsession",Michael Finkel,B0BGN34TG7,2023-10-09 04:56:00+00:00
"He is schooled by fellow inmates in the fine art of money laundering. He discovers his jailhouse calling: he has no interest in sampling the illegal drugs circulating about, so Breitwieser becomes an “in-house urinator,” as he calls it. He provides a clean sample to an inmate needing to pass a drug test, for the standard rate of a can of Coca-Cola.","The Art Thief: A True Story of Love, Crime, and a Dangerous Obsession",Michael Finkel,B0BGN34TG7,2023-10-09 04:56:00+00:00
"Preparations for his trial drag bureaucratically on. He’s charged with more than sixty art thefts in Switzerland, as well as failure to pay fifteen parking tickets—the Swiss take these seriously.","The Art Thief: A True Story of Love, Crime, and a Dangerous Obsession",Michael Finkel,B0BGN34TG7,2023-10-09 04:56:00+00:00
"A decision is reached in two and a half hours. In the eyes of the law, how a thief steals is more significant than what’s taken: robbing a candy bar with a gun is worse than carrying off a Cranach painting unarmed. Breitwieser never resorted to violence, or even threatened harm, so his offenses are deemed by the judge to rise only to the level of simple theft, a maximum five-year imprisonment.","The Art Thief: A True Story of Love, Crime, and a Dangerous Obsession",Michael Finkel,B0BGN34TG7,2023-10-09 04:56:00+00:00
"Earn to give, MacAskill called his idea. His final slide was an invitation: “If you are convinced to any extent by the arguments given above, please come up and speak with me afterwards.”",Going Infinite: The Rise and Fall of a New Tycoon,Michael Lewis,B0C5DNW987,2023-10-14 04:56:00+00:00
"The firm’s two hundred traders all had some unusual aptitude for identifying weighted coins. Collectively they flipped coins millions of times a day. The law of averages would eventually enforce itself. But Jane Street still had losing trading days, and losing trading weeks and even, rarely, losing trading months.‡ “The biggest risk was that we wouldn’t find enough coins to flip,” said Sam.",Going Infinite: The Rise and Fall of a New Tycoon,Michael Lewis,B0C5DNW987,2023-10-14 04:56:00+00:00
"Sam did a back-of-the-envelope calculation: if he could capture 5 percent of the entire market (a modest number, by Jane Street standards), he could make a million dollars a day or more. As the market never closed, that meant profits of $365 million a year or more. “That was my ballpark estimate,” he said. “It seemed crazy. So I just cut it by a factor of ten. I was thinking thirty million a year. But I felt embarrassed showing that number to anyone else. They’d say, ‘Fuck off, Sam.’",Going Infinite: The Rise and Fall of a New Tycoon,Michael Lewis,B0C5DNW987,2023-10-14 04:56:00+00:00
"The firm’s finances were already in a state of chaos. They’d started small a few months before, with the half million left over after taxes from Sam’s Jane Street bonus, but within a few months they’d persuaded other, richer effective altruists to lend them $170 million to trade crypto. They’d lost millions of it already, though how many millions no one could say for sure. In February their trading system had lost half a million dollars per day.",Going Infinite: The Rise and Fall of a New Tycoon,Michael Lewis,B0C5DNW987,2023-10-14 04:56:00+00:00
"He had not been able to let Modelbot rip the way he’d liked—because just about every other human being inside Alameda Research was doing whatever they could to stop him. “It was entirely within the realm of possibility that we could lose all our money in an hour,” said one. One hundred seventy million dollars that might otherwise go to effective altruism could simply go poof.",Going Infinite: The Rise and Fall of a New Tycoon,Michael Lewis,B0C5DNW987,2023-10-14 04:56:00+00:00
"Anyone who started a crypto trading firm would need to trust his employees deeply, as any employee could hit a button and wire the crypto to a personal account without anyone else ever having the first idea what had happened. Wall Street firms were not capable of generating that level of trust, but EA was.",Going Infinite: The Rise and Fall of a New Tycoon,Michael Lewis,B0C5DNW987,2023-10-14 04:56:00+00:00
"Their investors were charging them a rate of interest of 50 percent. “It wasn’t a normal loan,” said Nishad. “It was a shark loan.” In what was meant to be a collaborative enterprise, Sam had refused to share any equity with anyone. And now all these unprofitable effective altruists were demanding to be paid millions to quit—and",Going Infinite: The Rise and Fall of a New Tycoon,Michael Lewis,B0C5DNW987,2023-10-14 04:56:00+00:00
"He would give human beings with whom he interacted the impression that he was far more interested in whatever they were saying or doing than he actually was. He’d agree with them, even if he didn’t.",Going Infinite: The Rise and Fall of a New Tycoon,Michael Lewis,B0C5DNW987,2023-10-14 04:56:00+00:00
"“The crypto people would say, Why would I want your equity? I’d rather just buy the token,” said Sam. “The venture capitalists would say, What’s a token?”",Going Infinite: The Rise and Fall of a New Tycoon,Michael Lewis,B0C5DNW987,2023-10-14 04:56:00+00:00
"On top of it all, Hong Kong, and Asia generally, teemed with ambitious young people with no particular qualifications who thought nothing of dropping whatever they’d been doing to go to work for a crypto exchange run by a person who was all but unknowable. Sam needed people just like that: right from the start, FTX should have hung a sign on the door that said No Experience Necessary. Sam hired Natalie Tien, who had little experience with media or marketing, and made her head of corporate public relations, for instance.",Going Infinite: The Rise and Fall of a New Tycoon,Michael Lewis,B0C5DNW987,2023-10-14 04:56:00+00:00
"It was never clear where Alameda Research stopped and FTX started. Legally separate companies, they were both owned by the same person. They occupied the same big room on the twenty-sixth floor of an office building. They shared the same vista of the forest of high-rises surrounding Victoria Harbor and, twenty miles beyond that, China. Sam’s desk was positioned at one end of the identical long trading desks used by both Alameda and FTX, with a clear view of both. It didn’t occur to anyone that there was anything weird about Alameda covering the start-up costs of somewhere between $5 million and $10 million for FTX. Ditto FTX selling FTT and using the capital not to expand FTX but to trade inside Alameda. It seemed perfectly natural for Alameda to control all the remaining FTT, and use it as collateral in its trading activity.",Going Infinite: The Rise and Fall of a New Tycoon,Michael Lewis,B0C5DNW987,2023-10-14 04:56:00+00:00
"Everything is probabilities, and he’d pull these probabilities out of thin air. And then he’d change them. He’s sleeping on a beanbag. He’s doing all of this by himself. And he doesn’t seem particularly interested in our opinion on anything. Which is fine. But we were like, He’s an unusual person. We have to spend time with him in person.” But they couldn’t spend time with Sam in person. The Hong Kong government had responded to the global pandemic by requiring anyone who entered the country to quarantine in a hotel for fourteen days. Sam was understood and interpreted by his original investors mostly via Zoom, and in the middle of one of the great venture capital booms in history.",Going Infinite: The Rise and Fall of a New Tycoon,Michael Lewis,B0C5DNW987,2023-10-14 04:56:00+00:00
"(As if to make the point, Sam, having taken $200 million from Sequoia Capital in exchange for a piece of FTX, turned around and invested $200 million from Alameda Research in one of Sequoia’s funds.)",Going Infinite: The Rise and Fall of a New Tycoon,Michael Lewis,B0C5DNW987,2023-10-14 04:56:00+00:00
"Just before they signed the deal, CZ insisted, for no particular reason, on an extra $75 million. Sam paid that, too. Whatever gratitude CZ felt about his two-billion-dollar windfall he hid. “From then it was a cold war,” said Sam.",Going Infinite: The Rise and Fall of a New Tycoon,Michael Lewis,B0C5DNW987,2023-10-14 04:56:00+00:00
"At that moment, Sam was planning to give $15–$30 million to McConnell to defeat the Trumpier candidates in the US Senate races. On a separate front, he explained to me, as the plane descended into Washington, DC, he was exploring the legality of paying Donald Trump himself not to run for president. His team had somehow created a back channel into the Trump operation and returned with the not terribly earth-shattering news that Donald Trump might indeed have his price: $5 billion. Or so Sam was told by his team.",Going Infinite: The Rise and Fall of a New Tycoon,Michael Lewis,B0C5DNW987,2023-10-14 04:56:00+00:00
"“Everyone cared about it,” said Constance. “It was literally the first thing I was asked every day. Is Alameda Research front-running us? Does Alameda Research get to see other people’s trades? Does Alameda get less latency?” In other words: Did Alameda enjoy the same unfair trading edge on FTX that the high-frequency traders enjoyed on Nasdaq and the New York Stock Exchange? Oddly enough, it had not. Instead, FTX had simply loaned Alameda all of the high-frequency traders’ deposits . . . for free! FTX had also done other things to jeopardize",Going Infinite: The Rise and Fall of a New Tycoon,Michael Lewis,B0C5DNW987,2023-10-14 04:56:00+00:00
"In the fine print of the employee Serum contract, he’d reserved for himself the right to extend Serum’s jail time, and he used it to lock up all employees’ Serum for seven years. Sam’s employees had always known that he preferred games in which the rules could change in the middle. They now understood that if he had changed the rules once, he might do it again. They became less enthusiastic about their Serum. “It was very unclear if you had it or if you didn’t have it,” said Ramnik, who had watched in irritation as Sam locked up a bunch of tokens that he’d bought with his own money on the open market before he joined FTX. “I guess you would know in seven years.”",Going Infinite: The Rise and Fall of a New Tycoon,Michael Lewis,B0C5DNW987,2023-10-14 04:56:00+00:00
"For a surprisingly long time, Sam’s spending on American elections had flown under the radar. Back in 2020, he’d sent $5.2 million to Joe Biden’s presidential campaign without anyone asking or even thanking him for it. He was Biden’s second- or third-biggest donor, and yet the campaign had never even bothered to call him.",Going Infinite: The Rise and Fall of a New Tycoon,Michael Lewis,B0C5DNW987,2023-10-14 04:56:00+00:00
Thus it should come as no surprise to anyone that China is both the largest exporter of new goods to the United States and the largest importer of American recycling.,Junkyard Planet: Travels in the Billion-Dollar Trash Trade,Adam Minter (Goodreads Author),B00EME5MNK,2015-07-03 04:56:00+00:00
"These odd terms aren’t just relics of an eccentric business; they’re the means by which random waste is transformed from a jumble of trash into a product that can be sold. After all, if you can’t describe what you’re selling, you likely won’t be able to sell it. Specifications drive recyclables to the people who want them.",Junkyard Planet: Travels in the Billion-Dollar Trash Trade,Adam Minter (Goodreads Author),B00EME5MNK,2015-07-03 04:56:00+00:00
"China lacks ready access to sufficient raw materials of its own to build all those subways, so in very short order it’s become a net importer of scrap copper, aluminum, steel, and the other metals needed in the infrastructure of a modernizing society.",Junkyard Planet: Travels in the Billion-Dollar Trash Trade,Adam Minter (Goodreads Author),B00EME5MNK,2015-07-03 04:56:00+00:00
"Of that scrap copper, 70 percent was imported, with most coming from the United States. In other words, just under half of China’s copper supply is imported as scrap metal. That’s not a trivial matter: copper, more than any other metal, is essential to modern life. It is the means by which we transmit power and information.",Junkyard Planet: Travels in the Billion-Dollar Trash Trade,Adam Minter (Goodreads Author),B00EME5MNK,2015-07-03 04:56:00+00:00
even the best copper ore deposits require one hundred tons of ore to obtain one ton of the red metal.,Junkyard Planet: Travels in the Billion-Dollar Trash Trade,Adam Minter (Goodreads Author),B00EME5MNK,2015-07-03 04:56:00+00:00
"The sting of trade deficits afflicts many, but none more keenly than shipping companies. After all, they’re in the business of moving containers from where people manufacture goods to where people buy them.",Junkyard Planet: Travels in the Billion-Dollar Trash Trade,Adam Minter (Goodreads Author),B00EME5MNK,2015-07-03 04:56:00+00:00
the shipping companies have been discounting so-called backhauls for decades.,Junkyard Planet: Travels in the Billion-Dollar Trash Trade,Adam Minter (Goodreads Author),B00EME5MNK,2015-07-03 04:56:00+00:00
"Which leaves, really, only one high-volume product to fill all of those empty containers waiting to go back to China: scrap. And if you’re looking for scrap that can fill up containers, then there’s nothing better than blocks of scrap paper the size of hay bales.",Junkyard Planet: Travels in the Billion-Dollar Trash Trade,Adam Minter (Goodreads Author),B00EME5MNK,2015-07-03 04:56:00+00:00
that box your new Chinese-made television was packed in might have once been the box that your last laptop was packed in. Round and round it goes.,Junkyard Planet: Travels in the Billion-Dollar Trash Trade,Adam Minter (Goodreads Author),B00EME5MNK,2015-07-03 04:56:00+00:00
U.S. demand for Chinese goods means that a paper mill in southern China can outcompete a Chicago-area paper mill for a shipping container of old newspapers in Los Angeles. That’s the power of the backhaul—and American demand for Chinese-manufactured goods.,Junkyard Planet: Travels in the Billion-Dollar Trash Trade,Adam Minter (Goodreads Author),B00EME5MNK,2015-07-03 04:56:00+00:00
"A standard forty-foot overseas shipping container of the sort that Johnson will send to Homer in southern China can hold 40,000 pounds. But here’s the catch: the high cost of moving containers from one scrapyard to another means that a container can only be filled up in one scrapyard, and that means Johnson needs to buy 40,000 pounds of scrap metal at Cash’s—or nothing at all.",Junkyard Planet: Travels in the Billion-Dollar Trash Trade,Adam Minter (Goodreads Author),B00EME5MNK,2015-07-03 04:56:00+00:00
"A simpler way to think about it is this: every one-ton Volkswagen Beetle rips away 2.2 pounds of shredder—the car’s last 2.2 pounds of flesh, if you will—as it disintegrates. Eventually, the hammers wear down so far that they need to be replaced.",Junkyard Planet: Travels in the Billion-Dollar Trash Trade,Adam Minter (Goodreads Author),B00EME5MNK,2015-07-03 04:56:00+00:00
Reduce. Reuse. Recycle.,Junkyard Planet: Travels in the Billion-Dollar Trash Trade,Adam Minter (Goodreads Author),B00EME5MNK,2015-07-03 04:56:00+00:00
"As the magnets spin, they create a kind of magnetic field around the nonmagnetic metal fragments (such as aluminum and copper, which are not ordinarily magnetic) that approach the rotor. When those fragments reach the rotor, the field repels them just as two magnets repel each other when similar poles are placed end to end. The practical result is this: pieces of metal are ejected from the remaining mix of conveyed",Junkyard Planet: Travels in the Billion-Dollar Trash Trade,Adam Minter (Goodreads Author),B00EME5MNK,2015-07-03 04:56:00+00:00
"According to Jack, an average junked U.S. automobile contains $1.65 in loose change when it’s shredded.",Junkyard Planet: Travels in the Billion-Dollar Trash Trade,Adam Minter (Goodreads Author),B00EME5MNK,2015-07-03 04:56:00+00:00
"recycled aluminum is made using roughly 8 percent of the energy needed to make new aluminum, and it doesn’t require a bauxite mine (producing one pound of virgin aluminum requires mining roughly five pounds of bauxite ore).",Junkyard Planet: Travels in the Billion-Dollar Trash Trade,Adam Minter (Goodreads Author),B00EME5MNK,2015-07-03 04:56:00+00:00
"In 1982, when the U.S. government decided to replace the copper penny with a 95-percent-zinc penny, it was Huron Valley that supplied it with 4 million pounds of the metal.",Junkyard Planet: Travels in the Billion-Dollar Trash Trade,Adam Minter (Goodreads Author),B00EME5MNK,2015-07-03 04:56:00+00:00
"According to David Wallace, in the mid-1990s Huron Valley started taking orders from Chinese and Indian importers that went a little something like this: “",Junkyard Planet: Travels in the Billion-Dollar Trash Trade,Adam Minter (Goodreads Author),B00EME5MNK,2015-07-03 04:56:00+00:00
"container of copper, a container of zinc, a container of brass. And before you send it over to us, would you please mix it back together?” Of course, from the perspective of Huron Valley, this raised a worthy question: why bother separating the heavies at all? So in most cases they didn’t bother.",Junkyard Planet: Travels in the Billion-Dollar Trash Trade,Adam Minter (Goodreads Author),B00EME5MNK,2015-07-03 04:56:00+00:00
"northern Chinese copper scrap hub where temperatures drop well below zero, the workers must do it with gloves, and that means their work is less precise during the city’s long, cold winter. But here in Foshan, where the weather is Florida-like (if with a lot more smog), they sort bare-handed, and with precision, all year long.",Junkyard Planet: Travels in the Billion-Dollar Trash Trade,Adam Minter (Goodreads Author),B00EME5MNK,2015-07-03 04:56:00+00:00
"But nobody was taking: the economic crisis had sapped the will of Americans to buy anything, and since most anything that Americans purchase is packaged in cardboard, the price of used cardboard, too, had plummeted. By day’s end, the China World’s cardboard, once worth a day’s wage to a scrap peddler, would be on its way to a landfill or an incinerator, and nobody—not a scrap peddler, an environmentalist, or a dock manager hoping for some cash on the side—could do a thing about it.",Junkyard Planet: Travels in the Billion-Dollar Trash Trade,Adam Minter (Goodreads Author),B00EME5MNK,2015-07-03 04:56:00+00:00
"experiment by adding a recycling bin and “signs indicating that certain campus restrooms were participating in a paper hand towel recycling program and that any used hand towels placed in the bin would be recycled.” After 15 days, the researchers ran the data and found that restroom visitors used approximately half a hand towel more when a recycling bin was present than when there was only a trash bin.",Junkyard Planet: Travels in the Billion-Dollar Trash Trade,Adam Minter (Goodreads Author),B00EME5MNK,2015-07-03 04:56:00+00:00
This was without question the greatest mass migration in history. ‘Nowhere in known history ha[d]the transfer of so many millions taken place in so few days’.,India After Gandhi: The History of the World's Largest Democracy,Ramachandra Guha,B004N625V4,2015-07-03 04:56:00+00:00
"Hindu society had rid itself of this evil. It was also Gandhi who had made popular a new term for ‘Untouchables’, which was ‘Harijans’, or children of God.",India After Gandhi: The History of the World's Largest Democracy,Ramachandra Guha,B004N625V4,2015-07-03 04:56:00+00:00
"This was then presented as a fait accompli to the local political leadership, who were allowed to ‘Japanize’ the draft by translating it into the local tongue. The draft was also discussed in Parliament, but every amendment, even the most cosmetic, had to be approved beforehand by the American authorities.",India After Gandhi: The History of the World's Largest Democracy,Ramachandra Guha,B004N625V4,2015-07-03 04:56:00+00:00
"To avoid impersonation, Indian scientists had developed a variety of indelible ink which, applied on the voter’s finger, stayed there for a week. A total of 389,816 phials of this ink were used in the election.",India After Gandhi: The History of the World's Largest Democracy,Ramachandra Guha,B004N625V4,2015-07-03 04:56:00+00:00
"In October 1950, not long after Mao met Pannikar, China invaded and annexed Tibet.",India After Gandhi: The History of the World's Largest Democracy,Ramachandra Guha,B004N625V4,2015-07-03 04:56:00+00:00
"Where all Sikhs had Punjabi as their first language, so did many Hindus. However, the Hindus were prone to view Punjabi as merely a local dialect of Hindi, whereas the Sikhs insisted it was not just a language in its own right, but also a holy one.",India After Gandhi: The History of the World's Largest Democracy,Ramachandra Guha,B004N625V4,2015-07-03 04:56:00+00:00
language proved a more powerful marker of identity than caste or religion.,India After Gandhi: The History of the World's Largest Democracy,Ramachandra Guha,B004N625V4,2015-07-03 04:56:00+00:00
"regions of the north and west, where women generally did not participate in cultivation, and the rice regions of the south and east, where women’s work was critical to the raising of seedlings.",India After Gandhi: The History of the World's Largest Democracy,Ramachandra Guha,B004N625V4,2015-07-03 04:56:00+00:00
"Some boxes were even found to have cash and change, which ‘of course, [was] credited to the Treasury",India After Gandhi: The History of the World's Largest Democracy,Ramachandra Guha,B004N625V4,2015-07-03 04:56:00+00:00
"Had the border dispute remained private the prime minister could have used the quieter back-channels of diplomatic compromise. But with the matter out in the open, sparking much angry comment, he could only ‘adopt those policies that could conceivably meet with approval from an emotionally aroused parliament and press’. The White Paper policy precluded the spirit of give and take, and instead fanned patriotic sentiment. The Kongka Pass incident, in particular, had led to furious calls for revenge from India’s political class.",India After Gandhi: The History of the World's Largest Democracy,Ramachandra Guha,B004N625V4,2015-07-03 04:56:00+00:00
"Writing to his brother Julian, Huxley expressed the view that ‘when Nehru goes, the government will become a military dictatorship – as in so many of the newly independent states, for the army seems to be the only highly organized centre of power’.",India After Gandhi: The History of the World's Largest Democracy,Ramachandra Guha,B004N625V4,2015-07-03 04:56:00+00:00
"To the argument that more Indians spoke Hindi than any other language, Anna sarcastically answered: ‘If we had to accept the principle of numerical superiority while selecting our national bird, the choice would have fallen not on the peacock but on the common crow.’",India After Gandhi: The History of the World's Largest Democracy,Ramachandra Guha,B004N625V4,2015-07-03 04:56:00+00:00
‘the submission of an independent judiciary to an absolutist government is virtually the last step in the destruction of a democratic society’.,India After Gandhi: The History of the World's Largest Democracy,Ramachandra Guha,B004N625V4,2015-07-03 04:56:00+00:00
"‘There are at present 580 million sheep in the country’, and an anonymous democrat was able to place an ad in the Times of India announcing the ‘death of D. E. M. O’Cracy, mourned by his wife T. Ruth, his son L. I. Bertie, and his daughters Faith, Hope, and Justice’.",India After Gandhi: The History of the World's Largest Democracy,Ramachandra Guha,B004N625V4,2015-07-03 04:56:00+00:00
The process led to widespread coercion. Lower government officials had to submit to the surgeon’s knife before arrears of pay were cleared. Truck drivers would not have their licences renewed if they could not produce a sterilization certificate. Slum dwellers would not be allotted a plot for resettlement unless they did likewise.,India After Gandhi: The History of the World's Largest Democracy,Ramachandra Guha,B004N625V4,2015-07-03 04:56:00+00:00
decade or so is perhaps the right amount of time to have elapsed before attempting to document contemporary history. It is also the time when one can indulge in the luxury of introspection because events have ceased to colour one’s judgement emotionally’.,India After Gandhi: The History of the World's Largest Democracy,Ramachandra Guha,B004N625V4,2015-07-03 04:56:00+00:00
"Others deplored the extension of affirmative action in the first place; by allocating one job in two on considerations other than merit, the efficacy and reliability of public institutions was being put at risk.",India After Gandhi: The History of the World's Largest Democracy,Ramachandra Guha,B004N625V4,2015-07-03 04:56:00+00:00
"By this definition, while there have been hundreds of inter-religious riots in the history of independent India, there have been only two pogroms: that directed at the Sikhs in Delhi in 1984 and that directed at the Muslims of south Gujarat in 2002.",India After Gandhi: The History of the World's Largest Democracy,Ramachandra Guha,B004N625V4,2015-07-03 04:56:00+00:00
"Amartya Sen worries that, as these inequalities intensify, one half of India will come to look and live like California, the other half like sub-Saharan Africa.50 Already, prosperity co-exists with misery,",India After Gandhi: The History of the World's Largest Democracy,Ramachandra Guha,B004N625V4,2015-07-03 04:56:00+00:00
"In the 1950s bloody riots broke out when the Pakistan government tried to impose Urdu on recalcitrant students. The sentiment of being discriminated against on the grounds of language persisted, and ultimately resulted in the formation of the independent state of Bangladesh.",India After Gandhi: The History of the World's Largest Democracy,Ramachandra Guha,B004N625V4,2015-07-03 04:56:00+00:00
"Pakistan was created on the basis of religion, but divided on the basis of language.",India After Gandhi: The History of the World's Largest Democracy,Ramachandra Guha,B004N625V4,2015-07-03 04:56:00+00:00
"India emerged as a nation on the world stage without an armed conflict or, indeed, the threat of one.",India After Gandhi: The History of the World's Largest Democracy,Ramachandra Guha,B004N625V4,2015-07-03 04:56:00+00:00
"The older American model of assimilation was called ‘the melting-pot’. Individual groups poured all their flavours into the pot, then drank a single, uniform – or uniformly tasting – drink. Now it appears that the society, and nation, are coming to resemble a ‘salad bowl’, with each group starkly standing out, different and distinctive in how it looks and behaves.",India After Gandhi: The History of the World's Largest Democracy,Ramachandra Guha,B004N625V4,2015-07-03 04:56:00+00:00
